image_id,url_image,tourism_id
trfysy7q4q6jrjhdqn3sz319img,https://akcdn.detik.net.id/community/media/visual/2020/06/06/curug-malela-bandung_169.jpeg?w=700&q=90,tfy9u4hv95xjqqpsidi3ccnprl3d8xlm0knx4jsjas87reqgj1jrnmn
trfyll018obv6txag9vrsrukimg,https://cdn.idntimes.com/content-images/post/20230206/2023-02-06-16-28-41-curug-tilu-leuwi-opat-google-search-4accd549827cffb81aea8dd4b5aa07db.png,tfyzxds9419lva18ol56t7bg9v1104kotenny13xepj8wycwz86u3mn
trfyfk5ndortn4oazwo2vpz6img,https://asset-2.tstatic.net/tribunnewswiki/foto/bank/images/Curug-Tilu-Leuwi-Opat.jpg,tfyzxds9419lva18ol56t7bg9v1104kotenny13xepj8wycwz86u3mn
trfyuulbuaisfril2uso1zfuimg,https://i0.wp.com/www.itrip.id/wp-content/uploads/2020/04/Lokasi-Ranca-Upas.jpg?resize=708%2C425&ssl=1,tfyll4ai2g1iucu2ybzf3bfckw6cdj0wgi49msk63326v05gzy924mn
trfybfckmxcdjqm7iv8mibw3img,https://i0.wp.com/www.itrip.id/wp-content/uploads/2020/04/Tiket-Masuk-Ranca-Upas.jpg?resize=708%2C425&ssl=1,tfyll4ai2g1iucu2ybzf3bfckw6cdj0wgi49msk63326v05gzy924mn
trfy325vqvgpp024ygqlayzdimg,https://static.republika.co.id/uploads/images/inpicture_slide/gua-pawon-_151102123009-810.jpg,tfyzg0lk7ze71ah55wwfludrdt6e640caqfmqow88novbyitgkx3wmn
trfyx0ahw5wn6lk4r3twew40img,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Gua_Pawon.jpg/1280px-Gua_Pawon.jpg,tfyzg0lk7ze71ah55wwfludrdt6e640caqfmqow88novbyitgkx3wmn
trfycaq5mhemy8nel1yij6koimg,https://statik.tempo.co/data/2013/01/12/id_161101/161101_620.jpg,tfyiefdh727sa0begarbxmjbpicmthh8yhx5f2e57phfbom2hy2z7mn
trfytm8eedhx27s10begar2ximg,https://miro.medium.com/v2/resize:fit:1100/format:webp/1*RI4g0rgDIAJdZZJJk16kAw.jpeg,tfyiefdh727sa0begarbxmjbpicmthh8yhx5f2e57phfbom2hy2z7mn
trfym9bp9clj7gyyhnwftev7img,https://akcdn.detik.net.id/community/media/visual/2023/01/22/pesona-gunung-manglayang-salah-satu-gunung-di-jawa-barat-2_43.jpeg?w=700&q=90,tfy9kyz6d9u4hv95xjqqpsidi3ccnprl3d8xlm0knx4jsjas87reqmn
trfyp7fbocshospx9jpqwd9timg,https://assets.kompasiana.com/items/album/2022/11/25/images-6380b6934addee0b8b6e0942.jpeg?t=o&v=770,tfy9kyz6d9u4hv95xjqqpsidi3ccnprl3d8xlm0knx4jsjas87reqmn
trfyvhmz5xjggfj8ditcbnghimg,https://asset.kompas.com/crops/fhTd3tit48Az6OLRbRXquVAOwPo=/0x0:0x0/750x500/data/photo/2023/01/06/63b799650ffde.jpg,tfygj1jrnzxds9419lva18ol56t7bg9v1104kotenny13xepj8wycmn
trfyctdyxkcrkenuii99sy7qimg,https://i0.wp.com/www.itrip.id/wp-content/uploads/2022/12/Daya-Tarik-Happy-Farm-Ciwidey.jpg?resize=708%2C425&ssl=1,tfygj1jrnzxds9419lva18ol56t7bg9v1104kotenny13xepj8wycmn
trfy4q6jrjhdqn3sz319ll01img,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit1440960gsm/events/2021/02/04/c6b17dde-0529-4251-97ed-660b8b67776c-1612405057912-9bceb30e1473434cecfc4f968629f0ad.jpg,tfywz86u3ll4ai2g1iucu2ybzf3bfckw6cdj0wgi49msk63326v05mn
trfy8obv6txag9vrsrukfk5nimg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit1440960gsm/events/2021/02/04/d2a6767f-3d0c-4212-99d3-68665efa0376-1612405073737-26bb301636ad0a2a2ea1e6151cf5a154.jpg,tfywz86u3ll4ai2g1iucu2ybzf3bfckw6cdj0wgi49msk63326v05mn
trfydortn4oazwo2vpz6uulbimg,https://asset.kompas.com/crops/21HixDu7E_8vBo952JJY0478hOY=/0x0:5472x3648/750x500/data/photo/2022/05/21/62890c7ec94bc.jpg,tfygzy924zg0lk7ze71ah55wwfludrdt6e640caqfmqow88novbyimn
trfyuaisfril2uso1zfubfckimg,https://tourbandung.com/wp-content/uploads/2020/04/kawah-rengganis.jpg,tfygzy924zg0lk7ze71ah55wwfludrdt6e640caqfmqow88novbyimn
trfymxcdjqm7iv8mibw3325vimg,https://akcdn.detik.net.id/community/media/visual/2018/06/14/61d182b7-9741-40a6-8731-3f3f6c11b50a_169.jpeg?w=620,tfytgkx3wiefdh727sa0begarbxmjbpicmthh8yhx5f2e57phfbommn
trfyqvgpp024ygqlayzdx0ahimg,https://cdn0-production-images-kly.akamaized.net/ESRZRa8gWquiA1s9uTePEh2EvAo=/1280x720/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3584404/original/018448500_1632723434-IMG_20210927_124733.jpg,tfytgkx3wiefdh727sa0begarbxmjbpicmthh8yhx5f2e57phfbommn
trfyw5wn6lk4r3twew40caq5img,https://yasinyasintha.com/wp-content/webp-express/webp-images/uploads/2021/12/cafe-kto-sari-alam.jpg.webp,tfy2hy2z79kyz6d9u4hv95xjqqpsidi3ccnprl3d8xlm0knx4jsjamn
trfymhemy8nel1yij6kotm8eimg,https://yasinyasintha.com/wp-content/webp-express/webp-images/uploads/2021/12/welcome-drink-kto-sari-alam.jpg.webp,tfy2hy2z79kyz6d9u4hv95xjqqpsidi3ccnprl3d8xlm0knx4jsjamn
trfyedhx27s10begar2xm9bpimg,https://asset.kompas.com/crops/h6v_tQE0GwR_Pi2rNI4Tdmjw9eA=/0x0:998x665/750x500/data/photo/2022/05/07/62755adae324f.jpg,tfys87reqgj1jrnzxds9419lva18ol56t7bg9v1104kotenny13xemn
trfy9clj7gyyhnwftev7p7fbimg,https://akcdn.detik.net.id/visual/2018/08/12/7ff3b74f-6c41-498b-8f68-bf39d840aa11_169.jpeg?w=650&q=90,tfys87reqgj1jrnzxds9419lva18ol56t7bg9v1104kotenny13xemn
trfyocshospx9jpqwd9tvhmzimg,https://tourbandung.id/wp-content/uploads/2019/05/Lokasi-Perkebunan-Teh-Malabar-1030x541.jpg,tfypj8wycwz86u3ll4ai2g1iucu2ybzf3bfckw6cdj0wgi49msk63mn
trfy5xjggfj8ditcbnghctdyimg,https://tourbandung.id/wp-content/uploads/2019/05/Perkebunan-Teh-Malabar-Bandung.jpg,tfypj8wycwz86u3ll4ai2g1iucu2ybzf3bfckw6cdj0wgi49msk63mn
trfyxkcrkenuii99sy7q4q6jimg,https://static.limawaktu.id/2019/06/17/sanghyang-heuleut-surga-wisata-tersembunyi-yang-berada-di-rajamandala-kulon-cipatat-kabupaten-bandung-barat-kbb-5d076bc22abd9.jpg,tfy326v05gzy924zg0lk7ze71ah55wwfludrdt6e640caqfmqow88mn
trfyrjhdqn3sz319ll018obvimg,https://static.limawaktu.id/media/2019/06/17/para-wisatawan-saat-berenang-di-sahyang-heuleut-5d076e312f0ca.jpg,tfy326v05gzy924zg0lk7ze71ah55wwfludrdt6e640caqfmqow88mn
trfy6txag9vrsrukfk5ndortimg,https://www.doyanjalan.com/wp-content/uploads/2020/04/Saung-Angklung-Udjo-Bandung.jpg,tfynovbyitgkx3wiefdh727sa0begarbxmjbpicmthh8yhx5f2e57mn
trfyn4oazwo2vpz6uulbuaisimg,https://www.doyanjalan.com/wp-content/uploads/2020/04/Saung-Angklung-Udjo.jpg,tfynovbyitgkx3wiefdh727sa0begarbxmjbpicmthh8yhx5f2e57mn
trfyfril2uso1zfubfckmxcdimg,"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2000934263780/Sesurar-Sunaryo-Art-Space-Tickets-84ee15f1-70a2-4b85-b2e9-b92891712420.jpeg?_src=imagekit&tr=c-at_max,h-750,q-100,w-1000",tfyphfbom2hy2z79kyz6d9u4hv95xjqqpsidi3ccnprl3d8xlm0knmn
trfyjqm7iv8mibw3325vqvgpimg,"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2000934263780/Sesurar-Sunaryo-Art-Space-Tickets-68df0037-1fbf-4789-881e-ab2eca76df0d.jpeg?_src=imagekit&tr=c-at_max,h-750,q-100,w-1000",tfyphfbom2hy2z79kyz6d9u4hv95xjqqpsidi3ccnprl3d8xlm0knmn
trfyp024ygqlayzdx0ahw5wnimg,https://bobobox.com/blog/wp-content//uploads/2019/12/15048178_1256142821133823_3223637826281144320_n.jpg,tfyx4jsjas87reqgj1jrnzxds9419lva18ol56t7bg9v1104kotenmn
trfy6lk4r3twew40caq5mhemimg,https://storage.googleapis.com/seo-cms/assets/large_cerita_dan_misteri_sendang_geulis_kahuripan_1f37d1b78c/large_cerita_dan_misteri_sendang_geulis_kahuripan_1f37d1b78c.jpg,tfyx4jsjas87reqgj1jrnzxds9419lva18ol56t7bg9v1104kotenmn
trfyy8nel1yij6kotm8eedhximg,https://asset.kompas.com/crops/kuNnKEpBEOjQxinKQRCOEy-oJCg=/0x5:991x666/750x500/data/photo/2022/06/05/629cad9225e85.jpg,tfyny13xepj8wycwz86u3ll4ai2g1iucu2ybzf3bfckw6cdj0wgi4mn
trfy27s10begar2xm9bp9cljimg,https://wartagarut.com/wp-content/uploads/2023/06/Situ-Cileunca_-Destinasi-Wisata-Bandung-yang-Menawan-dengan-Keindahan-Alam-dan-Danau-Buatan-Belanda.jpg,tfyny13xepj8wycwz86u3ll4ai2g1iucu2ybzf3bfckw6cdj0wgi4mn
trfy7gyyhnwftev7p7fbocshimg,https://asset.kompas.com/crops/LfnEZRfamydUwNJqHySr4ssam9M=/2x0:1000x665/750x500/data/photo/2023/09/10/64fdee06c815b.jpg,tfy9msk63326v05gzy924zg0lk7ze71ah55wwfludrdt6e640caqfmn
trfyospx9jpqwd9tvhmz5xjgimg,https://asset.kompas.com/crops/5s1ouw3B5t2U54ga4pGawj7DlyA=/0x30:1024x712/750x500/data/photo/2022/09/05/6315c76ba690e.jpg,tfy9msk63326v05gzy924zg0lk7ze71ah55wwfludrdt6e640caqfmn
trfygfj8ditcbnghctdyxkcrimg,https://tourbandung.id/wp-content/uploads/2019/05/Tantang-Adrenalin-Di-Sungai-Palayangan-1030x541.jpg,tfymqow88novbyitgkx3wiefdh727sa0begarbxmjbpicmthh8yhxmn
trfykenuii99sy7q4q6jrjhdimg,https://tourbandung.id/wp-content/uploads/2019/05/Rafting-Sungai-Palayangan.jpg,tfymqow88novbyitgkx3wiefdh727sa0begarbxmjbpicmthh8yhxmn
trfyqn3sz319ll018obv6txaimg,https://dirgantaracarrental.com/wp-content/uploads/2019/07/Taman-Begonia-Lembang.jpg,tfy5f2e57phfbom2hy2z79kyz6d9u4hv95xjqqpsidi3ccnprl3d8mn
trfyg9vrsrukfk5ndortn4oaimg,https://tempatwisatadibandung.info/wp-content/uploads/taman-begonia-lembang.jpg,tfy5f2e57phfbom2hy2z79kyz6d9u4hv95xjqqpsidi3ccnprl3d8mn
trfyw5wn6lk4r3twew40caapimg,https://tourbandung.id/wp-content/uploads/2018/11/22.-Kebun-Bunga-Cihideung-Bandung.jpg,tfyxlm0knx4jsjas87reqgj1jrnzxds9419lva18ol56t7bg9v110mn
trfy60y6is7y5lh23q47d6syimg,https://static.republika.co.id/uploads/images/inpicture_slide/taman-bunga-cihideung-bandung-jawa-barat-_150105102804-972.jpg,tfyxlm0knx4jsjas87reqgj1jrnzxds9419lva18ol56t7bg9v110mn
trfyyx0hlqbkkvxzublg5tu9img,https://assets.kompasiana.com/items/album/2021/12/22/tahura-juanda-taman-hutan-raya-juanda-1-61c21ee617e4ac47d23deaf2.jpg?t=o&v=770,tfy4kotenny13xepj8wycwz86u3ll4ai2g1iucu2ybzf3bfckw6cdmn
trfysv53r0ii17fzcyfr9rzvimg,https://www.kompasiana.com/image/farrasghinadhiya0191/61c221ed17e4ac2b877af062/taman-hutan-raya-ir-h-djuanda-sebagai-ecomuseum-lokal-kota-bandung?page=3,tfy4kotenny13xepj8wycwz86u3ll4ai2g1iucu2ybzf3bfckw6cdmn
trfy7wc08c9ht389gwtde15jimg,https://tourbandung.id/wp-content/uploads/2019/05/Taman-Kupu-Kupu-Cihanjuang.jpg,tfyj0wgi49msk63326v05gzy924zg0lk7ze71ah55wwfludrdt6e6mn
trfyoh300z2sx2dwv6z1vdxiimg,https://tourbandung.id/wp-content/uploads/2019/05/Lokasi-Taman-Kupu-Kupu-Cihanjuang.jpg,tfyj0wgi49msk63326v05gzy924zg0lk7ze71ah55wwfludrdt6e6mn
trfyh4wa4x7e22ttcirao9q2img,https://hayupiknik.com/wp-content/uploads/2019/08/Grafika-Cikole.jpg,tfy40caqfmqow88novbyitgkx3wiefdh727sa0begarbxmjbpicmtmn
trfyb31x97ncjnkt45klr8vfimg,https://akcdn.detik.net.id/visual/2022/12/28/wisata-grafika-cikole-lembang-bandung-1_169.jpeg?w=650&q=90,tfy40caqfmqow88novbyitgkx3wiefdh727sa0begarbxmjbpicmtmn
trfyqchu0sebbae3y3o7x8bdimg,https://bobobox.com/blog/wp-content/uploads/2022/09/sejarah-ranca-upas-750x430.jpg,tfyhh8yhx5f2e57phfbom2hy2z79kyz6d9u4hv95xjqqpsidi3ccnmn
trfy7o8tif8mf9iped4vet2cimg,https://radarbanyumas.disway.id/upload/06c975cb4ad75276597b8ddf47571cb5.jpg,tfyhh8yhx5f2e57phfbom2hy2z79kyz6d9u4hv95xjqqpsidi3ccnmn
trfyzb14mec8ljyduzw46gvwimg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/31/2023/09/26/Tebing-Keraton-Bandung-2887259889.jpeg,tfyprl3d8xlm0knx4jsjas87reqgj1jrnzxds9419lva18ol56t7bmn
trfy3a6q1es52ugmnmpfaf09img,https://radartasik.disway.id/upload/4c56cf111953a23272425cf36dcc61e9.jpg,tfyprl3d8xlm0knx4jsjas87reqgj1jrnzxds9419lva18ol56t7bmn
trfy8jmoiza5uhjxhku1fpg6img,"https://ik.imagekit.io/tvlk/blog/2020/03/Java-Rhinos-Ujung-Kulon.jpg?tr=dpr-2,w-675",tfyg9v1104kotenny13xepj8wycwz86u3ll4ai2g1iucu2ybzf3bfmn
trfyp54nandgygojwuap60y6img,"https://ik.imagekit.io/tvlk/blog/2020/11/Taman-Nasional-Ujung-Kulon-1024x576.jpg?tr=dpr-2,w-675",tfyg9v1104kotenny13xepj8wycwz86u3ll4ai2g1iucu2ybzf3bfmn
trfyis7y5lh23q47d6syyx0himg,https://jadesta.kemenparekraf.go.id/imgpost/31406.jpg,tfyckw6cdj0wgi49msk63326v05gzy924zg0lk7ze71ah55wwfludmn
trfylqbkkvxzublg5tu9sv53img,https://highlight.id/wp-content/uploads/2022/01/desa-wisata-kaki-langit-mangunan-dlingo-bantul-yogyakarta-hutan-pinus_04.jpg,tfyckw6cdj0wgi49msk63326v05gzy924zg0lk7ze71ah55wwfludmn
trfyr0ii17fzcyfr9rzv7wc0img,https://imgcdn.solopos.com/@space/_large/2016/09/HZLpfSv6-Kawah-ijen-all-that-is-interesting-com.jpg,tfyrdt6e640caqfmqow88novbyitgkx3wiefdh727sa0begarbxmjmn
trfy8c9ht389gwtde15joh30img,https://indonesia.tripcanvas.co/wp-content/uploads/2015/09/20.-Kawah-Ijen-Puchong-Pannoi.jpg,tfyrdt6e640caqfmqow88novbyitgkx3wiefdh727sa0begarbxmjmn
trfy0z2sx2dwv6z1vdxih4waimg,https://mercusuar.co/wp-content/uploads/2023/11/Desa-Wisata-Cinangneng-Bogor-Belajar-tentang-Pertanian-dan-Budaya-Lokal.jpg,tfybpicmthh8yhx5f2e57phfbom2hy2z79kyz6d9u4hv95xjqqpsimn
trfy4x7e22ttcirao9q2b31ximg,https://lh3.googleusercontent.com/p/AF1QipMb6THXUkVUacbAGLslE0WL269WT9qkcINkneCA=s1360-w1360-h1020,tfybpicmthh8yhx5f2e57phfbom2hy2z79kyz6d9u4hv95xjqqpsimn
trfy97ncjnkt45klr8vfqchuimg,https://lapisbogor.co.id/wp-content/uploads/2022/09/kebun-raya-bogor-4.jpg,tfydi3ccnprl3d8xlm0knx4jsjas87reqgj1jrnzxds9419lva18omn
trfy0sebbae3y3o7x8bd7o8timg,https://lapisbogor.co.id/wp-content/uploads/2022/09/kebun-raya-bogor-2-1536x1024.jpg,tfydi3ccnprl3d8xlm0knx4jsjas87reqgj1jrnzxds9419lva18omn
trfyif8mf9iped4vet2czb14img,https://asset-2.tstatic.net/jabar/foto/bank/images/BUNGA-BANGKAI-KEBUN-RAYA-CIBODAS.jpg,tfyl56t7bg9v1104kotenny13xepj8wycwz86u3ll4ai2g1iucu2ymn
trfymec8ljyduzw46gvw3a6qimg,https://blog-static.mamikos.com/wp-content/uploads/2022/11/1.-Kebun-Raya-Cibodas.jpg,tfyl56t7bg9v1104kotenny13xepj8wycwz86u3ll4ai2g1iucu2ymn
trfy1es52ugmnmpfaf098jmoimg,https://asset.kompas.com/crops/HraOUOnjTaJo4aru6vdYY05K4VM=/70x0:846x517/750x500/data/photo/2023/08/02/64ca5f671a5b1.png,tfybzf3bfckw6cdj0wgi49msk63326v05gzy924zg0lk7ze71ah55mn
trfyiza5uhjxhku1fpg6p54nimg,https://asset.kompas.com/crops/VUJtmFsXeo0LkRSxErRG-_-Dvi0=/12x15:517x352/750x500/data/photo/2021/12/24/61c5e7f5f2dda.jpeg,tfybzf3bfckw6cdj0wgi49msk63326v05gzy924zg0lk7ze71ah55mn
trfyandgygojwuap60y6is7yimg,https://highlandcamp.co.id/wp-content/uploads/tempat-camping-di-puncak-ciputri-11.jpg,tfywwfludrdt6e640caqfmqow88novbyitgkx3wiefdh727sa0begmn
trfy5lh23q47d6syyx0hlqbkimg,https://situsbudaya.id/wp-content/uploads/2023/10/wisata-gunung-geulis-bogor-mengunjungi-keindahan-alam-yang-memukau-740x414.jpg,tfywwfludrdt6e640caqfmqow88novbyitgkx3wiefdh727sa0begmn
trfykvxzublg5tu9sv53r0iiimg,https://nissanbogor.id/wp-content/uploads/2024/05/TamanRekreasiGunungPancar.webp,tfyarbxmjbpicmthh8yhx5f2e57phfbom2hy2z79kyz6d9u4hv95xmn
trfy17fzcyfr9rzv7wc08c9himg,https://rubrikwisata.com/wp-content/uploads/2019/02/wisata-gunung-pancar-sentul.jpg,tfyarbxmjbpicmthh8yhx5f2e57phfbom2hy2z79kyz6d9u4hv95xmn
trfyt389gwtde15joh300z2simg,https://wisatanews.id/wp-content/uploads/2021/09/5011b645-8b91-4f6e-ad77-ea9ca2f4fcb0.jpeg,tfyjqqpsidi3ccnprl3d8xlm0knx4jsjas87reqgj1jrnzxds9419mn
trfyx2dwv6z1vdxih4wa4x7eimg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/896/2023/09/17/Nuansa-Riung-Gunung-Pangalengan-302431420.png,tfyjqqpsidi3ccnprl3d8xlm0knx4jsjas87reqgj1jrnzxds9419mn
trfy22ttcirao9q2b31x97ncimg,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1634025439/01gheeve7jzwdhmxeyd05de203.jpg",tfylva18ol56t7bg9v1104kotenny13xepj8wycwz86u3ll4ai2g1mn
trfyjnkt45klr8vfqchu0sebimg,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1634025439/01gheevdyt4hs69zsr1ckpskkc.jpg",tfylva18ol56t7bg9v1104kotenny13xepj8wycwz86u3ll4ai2g1mn
trfybae3y3o7x8bd7o8tif8mimg,https://asset.kompas.com/crops/PrwngKD1PVYAKKpApMBhvj5Q8i4=/0x0:640x427/750x500/data/photo/2022/03/08/62273282ea159.jpeg,tfyiucu2ybzf3bfckw6cdj0wgi49msk63326v05gzy924zg0lk7zemn
trfyf9iped4vet2czb14mec8img,https://asset.kompas.com/crops/cQQoCYB-ydUM4wvkCrzehT9SePE=/0x0:0x0/750x500/data/photo/2020/07/11/5f0949c3cb49e.jpg,tfyiucu2ybzf3bfckw6cdj0wgi49msk63326v05gzy924zg0lk7zemn
trfyljyduzw46gvw3a6q1es5img,https://disparbud.jabarprov.go.id/wp-content/uploads/2022/03/papandayan-1-2048x1364.jpg,tfy71ah55wwfludrdt6e640caqfmqow88novbyitgkx3wiefdh727mn
trfy2ugmnmpfaf098jmoiza5img,https://disparbud.jabarprov.go.id/wp-content/uploads/2022/03/papandayan-2-1024x682.jpg,tfy71ah55wwfludrdt6e640caqfmqow88novbyitgkx3wiefdh727mn
trfyuhjxhku1fpg6p54nandgimg,https://setkab.go.id/wp-content/uploads/2021/12/Desa-Wisata-Nglanggeran-Raih-Gelar-UNWTO-Best-Tourism-Village.jpeg,tfysa0begarbxmjbpicmthh8yhx5f2e57phfbom2hy2z79kyz6d9umn
